,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent)
33,AL-RandVarUncertainty-BOLE-b0.25-,0.25375,70.99702657,12.68708308,32.7511766,35.25112402,30.64731536,15.10995629,49.5617,24.07637455,3.285585465,65.36009587,50.96753748,1.734696585,18.53633495,8.323695861,61.92709305,42.15877483,17.72338026,46.1226761,6.830732293,69.29555604,64.52943084,0.923133845,11.65772381,1.836598869,24.75646375,45.4562378,0.537846595,2.962634425
34,AL-SelSampling-BOLE-b0.25-,0.253748,70.95296826,10.73172374,32.80091791,35.90300946,30.20267977,15.09286763,50.1435,24.32480789,4.11511529,65.57550477,51.13442501,1.889455922,19.10541101,13.89359828,61.76574627,41.97471926,16.50852337,45.37246012,2.557022809,69.89707004,65.42635659,1.003607437,12.12934199,0.132302076,25.11931854,46.44423592,0.615434639,3.153046965
35,AL-FixedUncertainty-DACC-b0.25-,0.25375,63.03744364,19.00139084,30.55094604,32.4045964,28.89808845,16.34205155,44.0899,17.7870794,8.663332934,58.67983957,44.80373017,10.16652267,23.35193883,19.6759513,56.30007424,39.81461915,15.79377627,30.43856107,5.558223289,61.27055876,51.2229198,7.496068819,18.94267156,0.190688435,27.60288261,39.75890303,4.844095124,9.313688559
36,AL-VarUncertainty-DACC-b0.25-,0.25375,62.47874107,17.82235969,30.5952777,32.84169724,28.63852805,16.36200028,44.3497,17.73977921,8.060687831,58.23022005,46.07319938,9.123451265,21.98355798,21.02122351,56.72604051,39.68858183,15.78927543,30.98336492,5.006002401,59.82082562,54.90789047,6.417537693,17.04038407,0.158822996,26.48681965,42.84579178,4.147596677,8.17097029
37,AL-RandVarUncertainty-DACC-b0.25-,0.253749,63.64058445,19.16984756,30.86661299,32.90949533,29.0643689,16.29566445,44.2479,18.01531311,9.331184606,58.74483666,45.13748497,9.679882016,23.78363518,21.72518291,56.80389052,39.84611947,15.49515412,30.67712965,5.978391357,60.82725193,52.05323194,7.041901767,19.4210675,0.181310315,26.84841014,40.35097544,4.655618966,9.442007412
38,AL-SelSampling-DACC-b0.25-,0.253748,63.83138004,19.52849447,30.97924432,32.97118356,29.21629411,16.27674014,44.301,18.11203659,9.946434345,58.80205988,45.14940546,9.731459838,23.96700079,21.7032078,56.86692717,39.89566462,15.75728029,30.63283793,6.470588235,60.87926152,52.0028296,7.042826751,19.68596442,0.196839674,26.80257918,40.22929184,4.564127863,9.590862142
39,AL-FixedUncertainty-ARF-b0.25-,0.25375,71.40910068,0,32.85804959,36.09162181,30.1801809,15.26148526,50.0948,23.95775775,,64.09354124,48.22629023,0.279211722,29.55648866,0,55.75919264,42.48359525,21.10150085,61.1138203,0,75.37386995,55.80157397,0.14059754,19.58486303,0.01552936,34.72501422,38.80435276,0.066375898,2.69615408
40,AL-VarUncertainty-ARF-b0.25-,0.253749,71.67745273,3.347408456,34.54361404,38.63231553,31.25867355,14.9788605,50.4119,25.3329273,,59.85457189,53.61654007,0.326824892,35.69574664,0.910364146,65.05601133,41.85100236,22.90412372,62.44007609,0.024009604,55.81663218,74.83538185,0.164647119,25.45269698,0.021176399,17.82808648,53.40638385,0.066263777,3.572392004
41,AL-RandVarUncertainty-ARF-b0.25-,0.253749,72.42223371,2.96599883,34.45459285,38.25081411,31.3504753,14.79239717,51.473,26.32125058,,64.72747552,50.94920702,0.376132148,33.29961357,0.454545455,59.09682638,43.06560867,24.58371486,64.05337519,0.012004802,71.57662564,62.39632151,0.189621682,22.57780288,0.0171428,28.78216069,42.37131657,0.067384991,2.723980801
42,AL-SelSampling-ARF-b0.25-,0.25375,71.5759647,2.731830392,33.56320398,37.33989438,30.49099626,15.09373797,50.5868,24.76488154,,64.22669015,49.91501077,0.297331109,29.35201618,0.833333333,57.60595221,42.54634413,22.93570419,62.77813803,0.012004802,72.59585013,60.41176644,0.149847378,19.28551257,0.01341172,31.02930021,41.90894919,0.056733454,2.460295279
43,AL-FixedUncertainty-MOOB-b0.25-,0.25375,70.37269999,19.69434065,34.05622399,35.02440613,33.14072254,14.79534958,49.5274,25.81151223,6.812194814,64.32654203,46.66580436,7.161354978,38.99340641,9.553863717,60.05243897,43.24144262,19.77579473,42.49849062,5.354141657,69.25906764,50.6852949,4.375173434,36.02993505,0.431998548,26.74157659,34.16145778,2.14970456,10.49201045
44,AL-VarUncertainty-MOOB-b0.25-,0.253749,70.99065002,16.11389542,35.41015969,37.48974928,33.55364591,14.22349783,51.8793,28.74189465,2.675481909,65.35035375,52.04257944,8.073687034,38.80601523,7.620470107,64.6925395,44.32147658,21.53903144,49.27522877,1.632653061,66.06687725,63.06275238,4.988437702,32.01750918,0.165780955,20.96387256,40.67849197,2.213165301,7.096178383
45,AL-RandVarUncertainty-MOOB-b0.25-,0.253748,70.52646535,18.78768761,34.12920676,35.1641291,33.1553901,14.66461109,50.1278,26.51228069,4.88031366,64.96228566,47.01961929,7.75222382,39.19723242,7.39395663,59.72447706,43.91692715,20.68358649,44.10169815,3.829531813,71.21909378,50.60394376,4.801590972,35.32279017,0.379864269,27.88150326,33.18647556,2.222135017,9.653077344
