,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent)
12,AL-FixedUncertainty-ARF-b0.2-,0.204,96.51557902,80.54112403,81.70210115,82.46943974,80.94958741,4.824109083,81.0877,76.14743566,77.64721385,80.43430861,80.73356797,88.29268986,79.10166073,72.65899632,83.47313714,85.97842872,81.89206553,88.34457099,83.42586186,77.64188793,76.22254465,95.81297388,71.64466874,10.26209383,4.394027012,3.116743529,4.605511284,1.742169758
13,AL-VarUncertainty-ARF-b0.2-,0.204,97.06720842,86.1939633,86.70142834,87.03202634,86.37366442,3.474719953,86.3395,82.79679584,82.89958322,85.95144215,87.02492501,91.96305241,84.78384439,80.33318416,90.08201364,85.97973139,88.23456818,90.53063433,85.67829378,82.21656223,88.1643068,96.06795844,79.74120083,6.859779136,2.583497179,3.602789547,2.795668836,1.531865064
14,AL-RandVarUncertainty-ARF-b0.2-,0.204,96.69619857,82.25238333,83.06845859,83.58921132,82.55566164,4.425701658,82.5776,78.05236941,79.70481291,82.36857628,82.34658188,88.00204521,80.99963695,75.92462106,87.17922729,85.22433837,81.39077274,88.22709713,83.95132077,78.11477257,79.93996097,95.83824768,74.93400621,8.721082844,3.287584975,3.485558597,4.771701442,1.862580431
15,AL-SelSampling-ARF-b0.2-,0.203995,96.62005153,82.4407858,83.34383735,83.94931769,82.74793486,4.373748788,82.8129,78.33935613,79.84331833,82.59582687,82.22922127,88.5749736,81.45773062,75.71638757,86.94452655,85.37860845,82.29290667,89.4141592,84.54556555,78.78826128,79.58873268,95.97304128,74.8440735,8.915565219,3.396815606,3.413945234,4.510250015,1.632167865
16,AL-FixedUncertainty-MOOB-b0.2-,0.204,91.01771781,69.44765647,69.64162623,69.45308168,69.83124751,7.89507228,68.8255,60.82169094,61.17421617,64.68969148,70.23715553,77.47199464,74.44110177,62.31588928,66.49950146,68.30892801,75.30777294,74.83331671,60.07570516,62.97840689,72.27948166,79.76467284,74.05797101,11.83412655,9.045452793,8.376388837,5.665551433,4.553841787
17,AL-VarUncertainty-MOOB-b0.2-,0.204,91.2447741,73.07475799,73.39871829,73.47003327,73.32764317,6.975656452,72.5385,65.44542877,65.93073469,68.94017294,72.70890753,81.39332289,77.73454703,64.40837612,72.59514047,71.17601886,80.53819154,78.63243937,67.53754732,65.65658387,74.31080202,82.26734063,76.86594203,12.16197585,7.07428968,7.517653381,4.306587992,3.81777536
18,AL-RandVarUncertainty-MOOB-b0.2-,0.204,91.08311555,70.67002996,70.91410259,70.84581019,70.9826088,7.581358712,70.0864,62.39068931,62.3789792,67.06560939,71.27176688,78.06367589,75.52632745,63.19268294,69.19107479,68.29020655,76.80635413,76.74873254,61.58736619,65.07190191,74.52744284,79.36815501,74.35817805,11.68458591,8.262204917,8.644970192,5.193746578,4.121285958
19,AL-SelSampling-MOOB-b0.2-,0.203988,91.258382,71.06316879,71.28648221,71.21397324,71.35925348,7.486290031,70.462,62.86316957,62.82326107,67.67121561,71.32688398,78.54913264,75.824396,63.3954142,70.04514752,68.4845482,77.66909565,76.47566061,62.26301437,65.4568814,74.41887227,79.45240101,75.20509834,11.71043735,7.981803462,8.555859673,4.949814466,4.233535201
20,AL-FixedUncertainty-MUOB-b0.2-,0.204,81.91379008,53.87690305,54.37095244,54.19321691,54.5499133,11.31237465,54.9234,43.37027225,52.80653132,59.51989209,57.47584016,61.18478882,40.63989105,54.72266615,59.89907411,56.90831027,58.54389214,40.8921419,51.04521959,59.15520894,58.06324111,64.08087616,40.4050207,13.76980287,11.29277664,10.98296527,9.830768295,10.68556018
21,AL-VarUncertainty-MUOB-b0.2-,0.204,87.61214536,66.36252008,66.83091716,66.64138,67.02173536,8.333497147,66.8029,58.32777429,63.16925758,68.51566406,67.11969499,73.83246056,59.78066452,67.2662992,70.46816503,65.39127757,65.95535058,64.12580763,59.55920062,66.6907091,68.95281933,83.87980904,56.02613872,9.441078602,7.969209813,9.119143139,9.391933816,5.746120363
22,AL-RandVarUncertainty-MUOB-b0.2-,0.204,83.09441595,56.43077125,56.92393047,56.73699815,57.11213941,10.65497248,57.4938,46.62019952,55.31028746,62.90840812,59.97601878,63.5278039,42.57522387,58.01525014,63.54293851,58.35946828,61.20783583,42.55949799,52.86499247,62.32024523,61.70961125,66.05391744,42.61193064,12.46993941,10.20304047,11.00421182,9.074274591,10.5233961
23,AL-SelSampling-MUOB-b0.2-,0.204,83.26707125,56.88301795,57.31907948,57.13633446,57.50316899,10.5688125,57.8483,47.06247835,55.59587635,62.99878722,60.24133664,63.53065677,43.85075308,58.39715792,63.63775744,58.38590521,61.24016639,44.02068534,53.09862021,62.42933778,62.2404563,66.03819152,43.70923913,12.34267079,10.17836719,11.08869809,9.062108401,10.17221802
24,OALDI-b0.2-,0.308926,86.46306386,66.69487125,67.29282243,66.9664787,67.62243145,8.334325478,66.9324,58.46693803,66.18144227,61.129517,60.18624341,83.45450918,64.17723797,64.46208704,64.21327337,66.71903295,79.34663118,60.09136898,67.99910456,58.33971961,54.84464902,88.01628756,68.91239648,12.21261815,9.276250691,6.83513929,4.964292232,8.383327025
25,OALE-b0.2-,0.330973,95.3075226,82.27605028,82.66063159,82.75704314,82.56448775,4.554731205,82.0851,77.45574987,78.25015251,76.89869775,83.13873799,90.63642786,83.81414775,77.49441163,79.62885813,81.4794031,86.71270697,88.46983589,79.02519435,74.35694,84.87166658,94.94130862,79.62732919,7.481406849,5.420280915,4.818966918,3.154936432,1.898064913
26,CALF-MID-b0.2-,0.185989,98.97118643,93.90201845,94.03362208,94.15156755,93.91598127,1.591563658,93.762,92.14946668,91.71741137,93.48393045,92.99252261,96.05393655,95.82310297,91.38771693,94.19778598,91.54776115,95.37981637,98.24475732,92.05055151,92.78321237,94.48791715,96.73855659,93.51966874,2.826821864,1.628435946,2.181645483,1.015511892,0.305403104
