,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent)
12,AL-FixedUncertainty-ARF-b0.2-,0.204,94.87912042,76.50910125,78.01752954,78.7166582,77.33162701,5.666623355,77.3429,71.67508349,69.44375209,72.75303109,75.82106864,87.94382987,79.95771277,63.01955356,81.01155999,82.47382095,78.58651066,88.49184582,77.40165322,66.10476997,70.26875251,99.87923549,73.00372383,11.45661803,3.916834507,3.727016089,6.848088443,2.384559704
13,AL-VarUncertainty-ARF-b0.2-,0.204,96.03972207,83.46052791,84.22440555,84.51188436,83.9395653,4.016414724,83.9387,79.92250144,75.69985335,79.24765015,85.94814186,93.71761135,84.58209981,71.60910327,87.94759563,84.40980532,88.62602479,89.96689276,80.40782791,72.44130987,87.58373446,99.44208793,79.82286634,8.077779724,2.53074296,4.047541721,3.205187529,2.220821685
14,AL-RandVarUncertainty-ARF-b0.2-,0.204,95.04994077,77.78391255,79.05877662,79.63521962,78.49112586,5.376992671,78.5002,73.12237291,70.89087298,74.59862667,77.52148656,87.88551643,80.85605335,65.52089858,82.65474351,83.05854254,78.52220829,88.41970518,77.29558809,68.07705727,72.75270758,99.81286491,74.51741143,10.24525138,3.635613045,3.710527631,6.85796826,2.435603035
15,AL-SelSampling-ARF-b0.2-,0.203993,95.12091782,78.31150127,79.56418524,80.12893545,79.0074743,5.248280018,79.0149,73.76595391,70.83650967,74.52027514,79.56778154,88.76265985,80.76648493,65.09296463,83.38248684,84.00823641,79.9447908,88.21619858,77.72682004,67.41265015,75.62023666,99.78591746,74.49174718,10.49538277,3.398801556,3.58761367,6.283813359,2.475788738
16,AL-FixedUncertainty-MOOB-b0.2-,0.204,96.05340453,82.19097437,83.00457619,82.96482755,83.04439881,4.244968866,83.023,78.7792081,72.53357601,74.2853583,83.81765306,93.73811709,89.30836951,76.61258077,78.84814116,78.18447745,88.5463675,92.63257084,68.8696345,70.22479191,90.32841957,99.57682519,86.22232287,5.285292425,4.72872387,6.27972919,3.228073686,1.70302516
17,AL-VarUncertainty-MOOB-b0.2-,0.204,96.47797871,84.60443092,85.31928857,85.39653034,85.24223945,3.694547501,85.2238,81.53017436,78.18314921,77.14072229,84.36825833,93.95281853,91.45057243,80.75674942,84.12405858,78.53088762,88.93651253,94.63444356,75.77830893,71.24059213,91.14620939,99.56983881,88.47624799,4.538276734,3.376408922,6.209778155,3.104638511,1.243635184
18,AL-RandVarUncertainty-MOOB-b0.2-,0.204,96.26811855,82.64180534,83.39908481,83.47128914,83.32705151,4.172705239,83.3127,79.14081836,75.7453624,73.51659691,84.05248385,93.90681909,88.38575309,78.50745576,76.97993826,78.1171011,89.30628098,94.44566959,73.17846828,70.38129891,90.96570397,99.00793453,83.10185185,5.034535399,5.298547606,6.349180574,2.97132352,1.209939097
19,AL-SelSampling-MOOB-b0.2-,0.203974,96.33321246,82.95921008,83.68692435,83.77857268,83.59553286,4.105057775,83.5833,79.47895296,76.62528212,74.03842351,84.27314771,93.98839128,88.12355589,79.39933466,77.01169367,78.48810888,89.35176647,94.64195973,74.05188726,71.3148582,90.98024469,99.13319028,82.4974839,4.82919993,5.363598834,6.212651144,2.960818399,1.159020567
20,AL-FixedUncertainty-MUOB-b0.2-,0.204,93.08772803,74.2805881,75.64064573,75.45228151,75.82999365,6.04825777,75.8096,69.76266455,66.63520576,62.04511105,77.20373225,88.83542994,81.00671015,70.31180626,70.10565972,73.04074427,80.08393995,83.71925734,63.35823125,55.68010766,81.88477738,99.7365138,78.49033816,6.733777122,5.964572101,7.533351654,6.217155863,3.792432109
21,AL-VarUncertainty-MUOB-b0.2-,0.204,90.42780958,69.53703405,71.34797996,71.53467295,71.16292332,7.209855365,71.1657,63.95493364,64.59307123,59.33264041,70.3667628,86.32748429,71.67643481,64.78530142,67.29492007,66.4019776,75.99748345,83.19368222,64.59814759,53.28614863,74.91676695,99.90817905,63.1053744,8.904251858,6.560791623,9.482986909,7.908230262,3.193016174
22,AL-RandVarUncertainty-MUOB-b0.2-,0.204,93.46858545,75.40758348,76.70794792,76.52208644,76.89475047,5.782575169,76.872,71.09089709,67.3784356,62.87318022,78.55706053,90.26842845,82.2784594,70.62033863,70.889092,73.17557797,83.07097736,84.85444625,64.44178867,56.51049195,84.80194545,98.83577025,79.88375604,6.744287895,5.829340606,7.748451084,5.049836795,3.540959465
23,AL-SelSampling-MUOB-b0.2-,0.203994,93.41044158,75.4491273,76.71843045,76.58008286,76.85736335,5.791465803,76.8373,71.04708065,67.26493796,63.21964954,78.48289975,90.35984964,82.14027201,69.61372961,70.7944685,73.12793276,83.23959385,86.12468957,65.08415496,57.14599013,84.68862816,98.81580917,78.5522343,7.143071648,5.92416528,7.754072149,4.988056678,3.147963259
24,OALDI-b0.2-,0.308464,85.49982507,63.60850797,65.17643027,64.81225513,65.54473694,8.614494488,65.5392,56.92571441,59.69734352,53.23892213,56.40146379,87.87775607,66.91734979,60.22811853,57.87345764,61.98228621,81.98196529,61.99544798,59.18384623,49.35204107,51.76343763,94.68935576,72.73500403,9.822568132,9.045123034,7.912461277,5.215667638,11.07665236
25,OALE-b0.2-,0.309702,96.71921343,88.12684596,88.4432383,88.48621049,88.4003189,2.903010432,88.3902,85.48774319,83.19796844,83.19138621,87.3037013,95.04362554,92.86503561,84.5535007,86.93810167,83.70669233,91.23791522,95.99484251,81.89522956,79.76175049,91.22793823,99.18209491,89.93458132,3.759603594,3.011246357,4.426026781,2.387789047,0.930386382
26,CALF-MID-b0.2-,0.176477,99.35544969,95.20357368,95.27197656,95.29888732,95.24508141,1.189954302,95.241,94.05123958,92.82901182,94.09067191,93.94710865,97.88092442,97.45472856,93.96781303,95.50486845,91.6547515,96.18218589,99.18481771,91.7189523,92.71893535,96.35880465,99.64419382,95.78452093,1.480267274,1.095487697,2.185969821,0.992859019,0.1951877
