,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgEvaluatTimeS,avgModelTimeH,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent),FalseAlarmRate for class5 (percent),FalseAlarmRate for class6 (percent)
38,AL-SelSampling-DACC-b0.25-,0.2436947945997673,89.03253992377778,69.27649306340139,73.67786034883468,77.00529464897488,70.62653886666382,4.183292212010366,56.5359375,4.8357269261032344e-06,82.14744273784362,71.11193756766795,81.79723879328898,85.02943741259024,80.86958172766617,74.32574706958083,53.63835910927084,66.155612263314,72.23096536565892,80.72554637103535,84.69872092730492,80.6604808322244,79.16017686377745,64.27244266772183,73.47653064241038,76.04316423834982,82.89803625377644,85.36288258777765,81.08323544218828,70.0618856934838,46.028652691456855,60.16755916393159,68.78352023403218,11.3579307206397,14.674970021262231,1.2751027953739331,0.08771065169083377,0.4251127259111246,0.6692865189968863,0.7929320501978584
39,AL-FixedUncertainty-ARF-b0.25-,0.2506073884876732,96.96991018788009,66.30444505792727,74.96040849139999,81.63823475006768,69.29393705532837,3.369504033875728,38.63125,7.646305441287244e-06,86.05662189421217,77.11204692446537,86.29723839799533,89.20828494091751,82.86831635984716,72.25659314848778,51.76293064899928,58.02560914667557,74.90083082510492,87.97718924694006,85.83314026312921,80.1836613699235,72.3134957771467,74.62652054439727,82.16641175912397,88.36722428981298,84.68188255287009,92.86010285879682,85.74900710410024,72.22424463050599,39.64500158011166,44.87879311337595,65.01852754753779,6.641998851483862,14.584849065032865,1.3904243495739632,0.13163514997449263,0.2239995520708848,0.30036636535407923,0.31325490363995134
40,AL-VarUncertainty-ARF-b0.25-,0.2506454255678024,96.99925384588248,66.8350954564627,76.08558338822158,83.65617456429904,69.77259193707671,3.32742010314319,38.4703125,7.329905534990961e-06,86.29997315029638,77.5004305726803,86.37593807088824,89.35479347710222,83.49905896557547,75.57365845040269,53.053815240973265,58.84130354257699,76.24340417312021,88.24416951756197,85.84632043802416,80.36211295852311,79.41758071170325,78.00997209860797,83.3523606788622,90.36070554681054,84.5864331570997,93.16289035336975,86.89153661128825,72.10775391336003,40.20646792373327,45.49547993320666,65.95758166747927,6.467012666182701,14.617229460785797,1.392368383407488,0.08892116936006847,0.1884276813194312,0.2801053854819967,0.25787597546485114
41,AL-RandVarUncertainty-ARF-b0.25-,0.2506454255678024,96.98412822413435,66.69249762626441,75.3006623826388,82.05178040728362,69.5782588591705,3.3727162703906357,38.259375,7.48924808188652e-06,86.06939271478043,77.13029288647614,86.2026226574588,89.19304404509772,83.18052578435595,73.1587641596,52.132205114329544,59.119609215522395,75.01664114335031,87.93633408387977,85.78177700373064,80.4836643103069,73.60895363833103,74.6950584901501,82.48532788544597,89.37134743914092,84.5375755287009,92.88763541251178,86.06785254796665,72.76665453221696,40.04845675761088,46.089710370242415,64.64992686494394,6.655948988547344,14.651726002734193,1.36874653833598,0.12433745773996349,0.22543432501806587,0.30159054014494935,0.2812300402139511
42,AL-SelSampling-ARF-b0.25-,0.25063389396432434,97.06767572399413,68.32129748193633,76.29163718740159,82.5967835761353,70.88258868762223,3.1958455737840774,40.8421875,8.098573769934267e-06,86.7522873882123,78.2956737877237,86.94810182309564,89.70831589576501,83.95191904373726,73.17124350054749,54.35446229858443,61.1859510472925,76.90870984201594,88.51763624558062,86.57198656324078,81.15842611005681,74.10475326170598,75.45941743264518,82.750742017283,89.61452340243466,85.43386518126889,93.08082216441171,86.94943223135871,72.28977065890062,42.489202570314966,48.561064087061666,67.373963920039,6.35963724226106,13.739230327398047,1.3238687006884813,0.12025628388368652,0.22996610786343066,0.3124484382900584,0.2855119161037784
43,AL-FixedUncertainty-MOOB-b0.25-,0.25056625336481864,89.31090115675964,61.42033272388922,64.50556964281247,63.93688066830195,65.18293450487737,5.393677357753885,62.2109375,0.00011396524543266018,75.9438015049603,61.88152728022114,75.04090554752389,80.376020257443,75.3241737745636,48.77335533941239,44.375496620604835,37.18507870548093,73.92881279455978,77.78820121075823,80.41826098442279,66.92514614934377,69.94826226299259,35.067249704766766,50.53299721250405,66.87804715332544,72.50278512084591,80.34193313825226,86.35956816020585,43.556607207863124,60.62361740229643,29.916508320377726,82.97952218430034,11.877498835231275,18.626453171028277,2.825341398017085,0.09291587766854298,1.8785027269434615,0.9166585350708335,1.5383709603177154
44,AL-VarUncertainty-MOOB-b0.25-,0.25064525345431765,95.48150639778414,70.16807478481942,66.84159087463703,62.785702544845684,71.46059144270477,5.0196441667742375,57.7921875,0.00012454869609791787,77.92792575712723,64.72342019699211,77.116993969633,82.42335171459237,72.78248911540736,53.837936779906535,49.36787651298321,47.798670829023585,77.26768203611702,81.24497333084628,80.76773833397363,72.68898151158956,40.41563111120432,41.53491464440482,49.70646688872133,73.14121199317984,73.39543995468279,84.15473295187803,72.91463892151927,80.81907535493265,60.94385336563782,46.10122646398341,81.89517308629937,9.720888908151213,19.078401537061115,1.7962505822931525,0.5696004427036048,1.430346147722123,1.4418827453450311,1.1001388041434286
45,AL-RandVarUncertainty-MOOB-b0.25-,0.2506454255678024,95.79129322317067,70.19550131838244,66.6914298518162,62.52400854181717,71.45910093210215,5.1186948738038645,59.796875,0.0001403975620956367,77.32886756211578,63.87791183656833,77.29904941114282,81.40329204418799,70.99676740629236,54.33464176800029,49.24019100864071,47.26693262570944,78.07641245721896,79.00786138140009,81.26958937860847,71.53821247131926,40.34226480750347,40.47332370867114,49.03389112771614,76.0029169175015,75.68480929003022,81.5569659125806,70.5560217038653,83.37823079723334,63.04540187506584,45.667069729947606,80.32520721599221,11.547571321768714,17.906761926835085,1.8405232018604036,0.5887093287679525,1.5483299767811745,1.4646630414533974,0.9343053191603241
46,AL-SelSampling-MOOB-b0.25-,0.250638196801443,95.77408725411928,70.31813732491045,67.08556113807147,63.07413095345801,71.65027673083075,4.943733810537672,67.121875,0.00015591158312357347,78.11816279181839,65.07400013949376,78.35815763978216,82.18257779625533,70.5313920003924,54.8703962160778,48.69554416012506,47.11094848173603,79.63437086255503,80.30104105154267,81.7362820282795,71.93190149586076,40.71835767388787,40.38276456734827,48.34754980438067,78.10102005290622,76.53205249244714,82.65805627230401,69.25602729764502,84.20094648707682,61.669651322026766,45.99873322968849,81.23647001462702,10.77966367980237,17.602003285065045,1.769565966936753,0.5837980856527716,1.5218566661825768,1.5148719495427088,0.8343770405814788
47,AL-FixedUncertainty-MUOB-b0.25-,0.1759053169297708,67.701810296816,25.59548306990666,,,27.593588174038047,13.051251007270887,41.5796875,4.513699092462452e-06,19.567874673844948,7.706598076068749,16.738597001851357,,,,,,,42.97180713347567,,,,,,,12.303719788519636,22.498614547777805,22.163673994518096,39.8762286130324,38.505214368482044,20.450279265273217,37.357386640663094,7.009307314747595,14.33369946021477,1.9007148909323657,21.844431186393784,23.032392623867274,6.46704929521241,16.771162279527992
48,AL-VarUncertainty-MUOB-b0.25-,0.2506443928868939,70.65004941902245,21.33881989734373,,,28.746078214348366,13.710233452691213,45.471875,5.021272582881566e-06,12.9291649742174,4.038573541941349,20.075847758084674,,,9.44835744953107,5.841176091117684,,,41.199130098323614,,,10.971490455989438,3.3483880997189006,,,20.183487537764346,2.8388533750322096,21.49913296414387,44.98725882781216,62.560834298957126,19.789255484539645,29.363725012189178,16.342761639560962,2.5789104198366872,3.9926053354558753,5.23623252315115,49.92589922644742,6.1408155842773375,11.754409440109047
49,AL-RandVarUncertainty-MUOB-b0.25-,0.25064525345431765,78.49879326710487,32.132289895140865,32.69303722173608,28.973366308208046,38.17352931056252,12.92067730977008,64.4625,7.486993033025e-06,23.98062346388715,9.126567663225975,39.586498235670106,8.749830620491263,41.349527757672504,20.32951565483919,7.185715821096447,17.315440037635838,12.4126740121224,43.2075837927663,56.11030330372114,52.99481212292905,16.151183253200152,4.711255282652835,12.064329165398231,17.574097236788674,41.55027379154079,5.295604321904969,35.541198187615365,44.63414634146342,45.49773517328558,43.493407036333274,51.202340321794246,30.098192712340044,3.892197466670698,2.2259920991530615,1.7361763205450789,19.71715725986363,13.077557682583896,19.697467627234158
50,AL-SelSampling-MUOB-b0.25-,0.25064508134083285,78.91766179477496,36.04653102298749,32.69780661364468,29.614206892904456,36.76329724569497,12.673307578045366,66.4859375,7.695472721631328e-06,31.228064136368953,10.921436572958873,32.67018789895933,28.579588666660396,38.29849121852932,20.36426698524578,8.17016073864998,17.948872262589852,13.876876796686076,44.82163132513763,57.85423770032543,57.633628065853166,15.30880992820913,6.52317754445117,14.367190981286777,10.790772705067873,35.976538897280975,26.34858330891878,31.62555238574705,43.9788860575173,49.33108606341515,31.56561294408936,38.51682106289615,24.959368532824804,20.034160645726896,1.5469740929981768,2.1919362230119406,21.85762853028508,5.57893709693158,12.544147924539075
51,OALDI-b0.25-,0.282434958314114,94.93027060474667,78.7470861158438,78.23662457798129,77.3802432533602,79.11270262837095,3.9592721441695398,32.134375,8.299442318578562e-11,82.96794214233097,72.73457651992251,81.29868967916566,85.49841336702227,84.68347188932555,79.72120657849531,63.516949654133484,71.67294462804524,80.82447317097885,83.30604634709145,84.74243106877331,81.9791020229407,81.00646719442315,60.94978631988016,72.59040393340783,77.08746588700475,79.3869429758308,86.26870360499963,87.57369804777088,78.48926101201312,66.34151480037924,70.78194276501411,84.94685519258897,9.129294746080419,14.781348354612359,1.2624298955723712,0.08750313437610786,0.7066606709488223,0.8235680259737956,0.9241001816229023
52,OALE-b0.25-,0.307019476361934,97.8196193587066,80.33232846724023,80.60497767339977,80.26396905517383,80.94924637533983,2.922426139145839,85.6609375,2.7252471126202084e-09,87.35217172795055,79.6885409796739,86.837951699255,89.63707336481976,86.60485832967483,76.98412981952778,65.33406444004416,72.83574883290457,85.09098537042429,88.87089882970636,88.52765974062186,82.94379356677732,74.73574606378365,64.67351113446543,79.42610646398334,82.67006758687889,84.89817787009062,90.77567675370013,90.60832354421885,79.39206406989443,66.02022542926366,67.28277768181033,87.66747927840076,6.101817039212075,11.195622600441368,1.2220820235558214,0.12764044166601818,0.599227672220871,0.5377320831374358,0.6728611137872835
53,DMCAL-b0.25-,0.23711007690030494,98.36149581676403,87.57818220284985,87.08269176032216,86.36856252119341,87.80944135807212,1.512144044767999,98.190625,3.0445129982480363e-05,93.27903726601173,89.2148612082873,93.63571305348414,94.73492816854684,91.37570292451171,78.98507210657297,75.68381475981093,83.59148945584248,91.16960362331915,94.22523421735022,94.43426533410837,90.38790277608993,74.93494890828556,73.4319032229519,86.5988001703198,90.56688301924828,93.05367258308156,95.03761017433754,92.38602673826703,83.52384419366582,78.09017170546717,80.79173144469397,91.78303266699172,3.2725938045138845,5.330236370171073,0.6443004962788258,0.13296671941065083,0.4696256817358654,0.38534893416955707,0.3499363070961389
54,AL-FixedUncertainty-LB-b0.3-,0.29521885950720467,95.30211564492704,79.78920180921611,80.25451984480362,79.99656473102823,80.53591999546691,2.4365963100477157,91.1375,1.3358154667205072e-05,89.17697052728685,82.64790025451057,89.73201094865824,91.38930097898684,84.77505063476534,66.30545161006782,67.59545552631013,72.91102274918869,86.83020512570639,90.91639059335901,90.93781574525269,81.41630531430607,68.0646544859047,63.205804000717386,81.19938714104211,84.2355958366156,88.57916351963748,91.85029350408223,88.56155954578509,66.19949035311248,72.68618982408091,66.26820982322796,89.6065333983423,5.079529325084243,8.719563603629023,1.3240521001067385,0.14197642949166905,0.703773627823397,0.4734008107940282,0.6138782734049121
55,AL-VarUncertainty-LB-b0.3-,0.30060308565055444,97.79717433634121,80.68848312036953,80.38276153186229,79.50479326292495,81.28102744197855,2.67293595026483,79.3109375,1.4754376012004083e-05,88.3178660681707,81.23631093370945,88.4221038235062,90.65608317797833,85.41090664656426,73.71758686751092,65.63198091377167,70.55373433473392,86.96227118294641,90.53061290303576,89.47811121293053,82.40366712538702,69.09817728496688,61.59013499448523,77.45969348601837,85.97315583365095,86.40974320241693,91.86554230306282,88.6482631313979,79.02074990899162,70.26335194353734,64.78148212126447,87.97805948317894,5.186498434334132,10.279734373268036,1.2414306621819393,0.16800255938021494,0.7286021987020554,0.5809507757542425,0.5253326482331909
56,AL-RandVarUncertainty-LB-b0.3-,0.300602741423585,97.94085321973652,80.44156180911044,79.98533423176394,78.97771334619668,81.02133204660241,2.712121041259854,79.93125,1.6700981595527587e-05,88.09499631677143,80.89754456726666,88.25721348537013,90.44802232157079,85.09925521850731,72.7418176699506,64.3768356335364,70.64380738012008,86.82198818129633,90.10143337577252,89.52303928904591,81.77751245708579,68.12525577904395,59.469236655101724,77.5528457527797,86.29467011454713,86.48767938066466,91.39275893837296,88.70448061755329,78.1179468511103,70.21594859370063,64.87361087119248,87.35689907362263,5.45247201846294,10.178461662484759,1.296322108066273,0.17466040656100576,0.7964214663029575,0.5788040344543107,0.5077055924867351
57,AL-SelSampling-LB-b0.3-,0.29908848698477825,97.93117910687927,81.33761230926294,80.65934196475757,79.47984946585461,81.87536967247877,2.592062554304244,90.85625,2.2542135899938227e-05,88.5770345535032,81.68000785404072,88.79621539513263,90.88731899672024,85.68178281409547,74.71358884711744,65.0142297861292,71.3730858227394,86.80300514560341,90.52843484191428,90.0749184384394,82.78378267715325,69.84552306155366,60.1067491902748,77.46575651465618,85.55378153699083,87.12929569486406,91.71478392240057,88.7937014040387,80.4004368401893,70.82060465606237,66.1732020498647,88.09556313993173,5.230895084134225,9.616943948997518,1.211169758169527,0.1658582137947135,0.7817062949788196,0.5932634903174872,0.5446010897374141
58,AL-FixedUncertainty-BOLE-b0.3-,0.24692192243877922,91.06554682580914,71.32102361565435,74.05357414783307,78.89986469265445,71.68557738001988,5.056744745366773,114.6109375,2.3283534369612528e-05,75.83703951037155,64.58041693552184,78.03527613643902,74.38404386753999,72.51478554854258,79.15577886257135,59.361905302393914,63.340550032578676,71.81644201362622,76.20441778718909,89.23887628265913,81.04546126315996,82.18780133001955,67.1132257520409,72.31256004976072,84.19671038375172,82.56089501510574,72.57856484798853,72.7952117245623,76.46159446669093,57.90161171389444,67.65474750964472,71.84641638225256,19.018370840692143,8.27920365723806,0.85631022378397,0.07908139002014646,0.5111291138177382,6.129194794595889,0.5239231974194561
59,AL-VarUncertainty-BOLE-b0.3-,0.30060308565055444,97.869873547605,80.86230336023843,81.68605350453281,82.06095002992654,81.31478711066939,2.944109575312891,141.4484375,2.960600644453532e-05,87.2083537000957,79.49540121545836,86.69540047491903,89.09938553339919,87.58851527842562,80.07622749226208,66.37975268007861,76.63514195726798,85.00250820369544,86.03938788058957,89.6470794955125,85.9928775408342,81.71738809193634,66.5466330823632,80.95039613811691,83.53288798013311,87.3617824773414,88.55842372600166,89.24651787212619,78.51474335638879,66.23196039186769,72.76155927909254,86.52852267186739,8.134311377894315,9.732156352973186,0.9534018758092501,0.08352571917719383,0.5534374185285179,0.5276903015195735,0.6242439812882025
60,AL-RandVarUncertainty-BOLE-b0.3-,0.30060256931010026,98.11984000863706,80.73119994755895,81.2795487477111,81.37386643967594,81.18602677477568,3.056368486528325,134.9796875,2.971887229553734e-05,86.72437058098629,78.7295622439084,86.12665612082408,88.65917534448349,87.35190610055875,80.52233722980775,65.08173219829084,76.17823922228877,84.71998902095262,85.64039352058431,89.16595533552047,85.59926595684678,81.42635912791927,64.38990979637406,80.363378204174,83.03180313631249,86.61895770392749,88.1584251379275,89.17855344856518,79.6614488532945,65.79374275782155,72.41031841999194,86.48074110190151,8.33438072226496,10.193274685853059,0.9837911594144424,0.0864828409120386,0.6045468304640791,0.5452722901826503,0.6468308766070414
61,AL-SelSampling-BOLE-b0.3-,0.3005676302726966,97.99371342153937,80.2286588850438,81.19446337012172,81.69948178863416,80.69613980468648,3.0925844781334493,147.1046875,3.063752124176567e-05,86.62203190295553,78.5399626898387,85.9583569905794,88.58111554288004,87.24162238033742,80.17163846823651,65.40801344797306,76.2027645456892,84.48637644792873,85.39655053363701,88.98051982662153,85.71919654713511,81.82447267718788,65.65865603243607,80.76699714973299,83.54997975368855,86.52780400302115,88.18535762316405,88.81971247972255,78.59483072442663,65.16907194775098,72.13105314677263,85.44514870794735,8.490974396758151,10.392461145204578,0.9703479820562009,0.08298963278081847,0.5662978833599582,0.5293757595649745,0.6156445472094658
62,AL-FixedUncertainty-DACC-b0.3-,0.006178874102428178,54.973284070385475,14.590663671286666,34.67662055804281,61.24264278542616,24.276695797677576,14.181950536640077,12.9828125,1.1528473793684195e-06,36.23945804905924,1.020099491726321,32.881469438039204,29.459500458195258,6.949549745595741,58.09383618129641,18.927357969519075,9.549846663876309,7.532021663800374,39.60376635102383,57.83013199549764,50.341152496357935,70.99010390489181,76.01212063893072,50.030363159197606,83.89086095208359,49.44458081570996,35.13542133631721,4.087095150192985,58.60575172915908,10.919624986832401,7.743421431450452,4.000975134080936,47.788998082194745,36.68624941638031,0.3457079034145304,10.00594882968881,0.06094285579307074,4.360989629997603,0.024817039011457587
63,AL-VarUncertainty-DACC-b0.3-,0.30060308565055444,90.63172830502222,73.06273812377623,76.40228417085483,78.81147183195381,74.13626114962423,3.6659209188431157,58.403125,4.930250967542331e-06,84.30156347889545,74.65124584062649,84.0867040003913,86.85559227110734,83.19370406319298,75.87228206745934,57.79498746600168,69.52282097765706,76.32698115037843,83.58520340260716,86.42429356097793,82.50031000604697,78.69552951803087,66.08160083100536,76.54807554666466,77.84528995834393,84.5943164652568,87.29125559034382,83.90026290764669,73.25809974517657,51.36205625197514,63.67996775493752,74.86786933203315,9.532981916288344,13.048258210143393,1.1670988779623592,0.09428203332382212,0.4379906879736282,0.6011407889717819,0.7796939172384756
64,AL-RandVarUncertainty-DACC-b0.3-,0.30060188085616135,90.75035059848648,72.43059120512909,75.93850877985608,78.48886626162005,73.54931472812991,3.736190319822009,59.503125,5.034495733626601e-06,83.97924655600919,74.13703724517866,83.74905342277505,86.59060528588829,82.74748407527402,75.30096108096858,56.79468453731774,69.47600058342357,75.69739202264557,83.07013754655775,86.29305883774343,82.00716005650615,79.1900253871063,65.38367454650127,76.1342518606925,77.3437555962329,84.43929380664652,86.8902686541876,83.50226548078538,71.79104477611939,50.20857473928157,63.891863879771975,74.12189176011701,9.874990519324324,13.13381097776031,1.2013945691764265,0.08969935929029078,0.44159511757264414,0.617214736225816,0.7946269594042483
65,AL-SelSampling-DACC-b0.3-,0.27760924042876917,89.61142786353301,70.34788193017609,74.52928194036647,77.67002735540007,71.63313164311337,3.9980798680584995,60.7828125,5.184976794731078e-06,82.90455274589854,72.35868998283071,82.6187547282958,85.6912174498658,81.59325727847967,74.4895325482506,54.83663939439454,67.53680453374662,73.31778526096186,81.61681898045681,85.40476142853765,81.08879706799146,79.02070575190803,65.25118997855571,74.79348310420878,76.51443517614197,83.64581759818734,85.97971768542997,82.10577837444762,70.45868219876229,47.29379542821026,61.567340358150524,70.38078985860555,10.811085347751185,13.98235201252221,1.2556624570386863,0.08890387625050798,0.4185512642624304,0.639462782425108,0.7905413361593714
66,AL-FixedUncertainty-ARF-b0.3-,0.30052718360378095,97.29566079125176,68.87850557572786,76.68419136471826,82.79894232027306,71.41145437277422,3.1034341813528354,42.4625,7.884062849269765e-06,87.11338147921212,78.90350655094707,87.44644083765432,89.98750976902008,83.60385179847458,72.96912253626391,54.6996876337094,61.71986504429164,78.65111891294401,89.10452182389463,86.88840044958982,80.86141343903607,73.69804485747531,76.98608689206091,82.57299000600655,89.48113877384802,85.84960347432025,93.31626079682034,86.54528164680877,72.26792864943575,42.441799220478245,49.29060862555421,70.16869819600196,6.024183849262674,13.400411808767561,1.3436391579765907,0.12271190544127693,0.21084163431137024,0.32043218692616804,0.3018187267842041
67,AL-VarUncertainty-ARF-b0.3-,0.30060308565055444,97.35191231311718,69.40733290205473,77.94684419601222,85.16264895031598,71.86062494755569,3.0710940674518414,42.515625,8.094861902969166e-06,87.34544209069692,79.25958319012499,87.49009244358876,90.11061010834476,84.57278545006679,76.88068543890212,56.73001316825954,62.570917882907864,79.07974273203831,89.22521186603356,86.8545970538855,81.59994858101844,81.6086298355584,80.6477936394713,84.94646843019436,91.25589324605036,85.82208270392749,93.620424919079,87.77815069642557,72.70112850382235,43.77119983145476,49.53762883629872,69.793759141882,5.947823778618097,13.483714071700408,1.2983395016671007,0.07795733789871426,0.17449988539313654,0.27041843713685026,0.24490545974858252
68,AL-RandVarUncertainty-ARF-b0.3-,0.30060274142358495,97.30236650820426,69.00516932440249,76.97354656480066,83.3577484311234,71.4993621159252,3.127430821874545,42.4765625,8.497475200177482e-06,87.06322760975675,78.80587321662972,87.24970165865807,89.93938843401406,83.93388618900897,73.8365691455864,55.552042755853506,61.65683624712646,78.7525883861463,89.03932147638139,86.7029184798941,81.12073719024978,75.01958268588653,77.62951560167589,83.46391361821414,90.52824996556197,85.53087235649548,93.42695578201275,86.95083067628796,72.73389151801965,43.26135046876646,48.89100017274141,69.7006338371526,6.041790818371924,13.63503531948769,1.3270231706825026,0.11539692009718727,0.2072197074812911,0.29850349067232035,0.2670463263288981
69,AL-SelSampling-ARF-b0.3-,0.30057761285481194,97.36133650286766,70.38735274450396,77.72290290899143,83.60726350901886,72.61306469092715,2.9851540188494385,44.8921875,9.038587854269685e-06,87.59677941247341,79.7181321650339,87.82071255882248,90.35783203448567,84.67452493235204,73.80750406036792,57.385300078851095,63.619971335931915,79.54660458367731,89.3841658134301,87.41644811409112,81.7357825988109,74.87879425508484,77.73031590785057,83.67849874603573,90.42683912782867,86.3119335347432,93.50457640460147,87.83548693852435,72.7775755369494,45.50616243547877,51.3445039442621,71.01121404193076,5.882840518782573,12.809066510810819,1.2873171966298522,0.1160886444796071,0.21686068179710558,0.3087226889265406,0.27518189051957
70,AL-FixedUncertainty-MOOB-b0.3-,0.30049912910576715,90.58268455674934,64.59497654664993,66.52752925661335,65.40958604254519,67.73801399165703,4.977337690178652,64.2234375,0.00014774221027942584,77.78655174075578,64.72983409009325,77.57840025410455,81.82103893175025,75.05214945439468,55.94998038952174,46.84419666847301,38.91878235698485,78.02881394924877,79.6661000168041,81.98705307936373,67.68191677682647,67.06903118143323,36.93811735415063,51.33743286592064,73.18745102331752,75.6076756042296,81.66014239272012,84.56452424903509,52.81397888605752,64.18518908669546,31.699775436172047,83.63481228668942,11.076950581300855,17.077165438965977,2.670497269182662,0.12890283866393437,1.83486463267188,0.9255116252250973,1.1274714452401597
71,AL-VarUncertainty-MOOB-b0.3-,0.30060308565055444,95.79186755716313,72.02126933779255,68.68858474360009,64.61289487344811,73.31677285612264,4.75844100367982,61.34375,0.00015440373946977258,79.01883265750105,66.509198490491,78.39132643410916,83.16435921169636,74.63196944095225,58.73018590044991,51.60463970881267,49.54131494579422,78.13913525353254,82.07491561810775,81.87445351931702,72.72847317996582,45.06113585812037,43.60918840701847,52.50683736324366,74.43526016836373,75.03091956193353,84.49920755662704,76.6487665715724,84.33927921368766,63.461497945854845,46.97932861173491,82.25841053144808,9.40369258773688,17.80679921131567,1.8856761386352883,0.4890145521516952,1.3695082753154313,1.3191813996398443,1.0352148609639216
72,AL-RandVarUncertainty-MOOB-b0.3-,0.30060308565055444,95.44825216278375,69.01397116051005,66.03052578665316,62.053421271988626,70.55407434703409,5.169877004337719,62.459375,0.00015926788253839023,77.28182894673432,63.644216686482615,76.85826080564999,81.86419533867245,69.82216765880727,53.774166599998935,48.09874042159044,45.13760011418182,77.82827533161864,80.40009219356372,80.31468440935295,71.00345162378562,39.5751331405365,39.83342324421739,47.45404131744118,75.79312297502295,73.62556646525681,83.47979710625802,68.6941321250769,83.96796505278486,61.048140735278615,43.07364541947371,79.98927352510968,10.299860227752918,19.4771439416078,1.8404681820349267,0.6109828538818707,1.553544151638003,1.4710145570350133,0.9361251164135009
73,AL-SelSampling-MOOB-b0.3-,0.3005822599189001,95.63239721343845,69.78802719669255,67.0637083659376,63.28949739523622,71.32360528288228,4.828146542241393,69.36875,0.00019315592600226714,78.68865014836183,65.9014468907459,78.79738460268567,83.0022490817712,70.75109765239264,54.615860770106636,48.65109371255243,46.431426488509494,78.97266941330487,81.734426235779,81.77449168964839,71.2002469365764,40.56145973565212,40.95853453989092,49.24100209071036,77.55632053839633,76.06698451661632,84.26856947204564,70.33255020417295,83.90971969421187,60.20436110818498,43.96671848908851,80.51633349585566,9.75239183903438,17.875960243323224,1.8679597548316575,0.5891589496165254,1.45533219368035,1.3975818112464402,0.8586410039571671
74,AL-FixedUncertainty-MUOB-b0.3-,0.21092318230948756,68.76210428293629,21.13796998624816,,,28.061848920987536,13.315299690204293,44.4203125,4.87195917715629e-06,16.095949825476925,6.0128870746452865,31.37279331937708,,,,,,,41.200794685460025,,,,,,,30.107675604229605,2.2610933247676503,22.745706774067237,40.04732435384055,53.65532497629831,24.133126043645994,23.482691370063385,18.740370342279476,1.9065805428754732,2.0168800824563786,10.903599560755016,36.63944680754271,8.441110982976873,14.559109512544111
75,AL-VarUncertainty-MUOB-b0.3-,0.3006022250831308,73.93896785337543,30.2243283671455,,,32.432650770767204,12.846387652074293,61.8734375,7.051158130505226e-06,25.702963105753405,9.306919150757809,36.77285044929154,,29.25625977658249,16.060963711633644,,14.657408394838516,,44.06474170954279,,53.84522710777354,23.90000530502427,7.692016501269211,18.115251763200888,,41.07486782477342,12.046727685394687,30.71712255971359,36.501638150709866,44.2821026019172,25.220821097483736,37.185275475377864,26.934680853369162,9.066141324976236,2.9120709829108424,1.7270628518066975,26.571889998407748,6.799971613338182,15.912895939711186
76,AL-RandVarUncertainty-MUOB-b0.3-,0.30060256931010026,78.8197061214593,31.635555469622723,,,34.827148902849146,12.528445138609712,67.8515625,7.844824667295648e-06,31.677572924483492,12.036588792342613,47.00523018084512,,46.56525064825567,17.325049624243682,8.710139681522492,16.69949430255078,9.958847776080347,46.78858881370856,,52.29840908475828,12.887666063082866,5.892408041882922,12.966095074790923,12.812762912618712,55.45978096676737,12.904966802093886,43.08636795882979,39.17000364033491,41.744443273991365,31.385961881729724,20.038517796196977,37.971948035062255,9.523228903198069,2.541860917217171,7.574866194564775,17.225726528776825,7.264306434014317,5.5971789574345845
77,AL-SelSampling-MUOB-b0.3-,0.3006029135370697,78.55347992763866,37.033675631949215,31.53535311937469,26.974619332668578,38.76753498619116,12.669261845156168,69.3234375,8.021801865349214e-06,29.25008433560752,11.079137779020813,35.40193545827264,23.288879134069585,44.743757118344156,19.503050007425145,7.706225194663025,14.789184320014465,15.271082977842179,44.926043409117725,53.23150480665218,49.30164268686114,12.826955139078052,4.31744758817516,10.758981063947227,13.459760634848553,36.58067409365559,19.969855383496704,45.636851820775306,52.635602475427746,44.7192668281892,27.404848275464957,44.425646026328614,25.756259954709456,14.797605731733123,3.9955580660898145,2.5154038373410113,18.7514325857933,7.887127535949046,14.981445204477414
