,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),F1 Score for class 7 (percent),F1 Score for class 8 (percent),F1 Score for class 9 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Precision for class 7 (percent),Precision for class 8 (percent),Precision for class 9 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),Recall for class 7 (percent),Recall for class 8 (percent),Recall for class 9 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent),FalseAlarmRate for class5 (percent),FalseAlarmRate for class6 (percent),FalseAlarmRate for class7 (percent),FalseAlarmRate for class8 (percent),FalseAlarmRate for class9 (percent)
41,AL-RandVarUncertainty-ARF-b0.25-,0.250452665,77.39635322,0,,,23.07261073,4.474254674,76.14497571,55.45262287,83.95127363,71.73725919,10.52981401,40.41682368,4.833057802,33.46426098,2.490851073,22.00652784,,,77.67105171,73.8037157,67.76617017,88.11529992,46.04379421,85.78107209,27.80432216,80.00184128,,,91.33717264,69.78463356,5.709575979,26.23168576,2.551937984,20.88111044,1.306913997,12.92307692,0,0,26.3764066,18.12972691,0.135621935,0.076448267,0.011719469,0.006924103,0.004927447,0.000772009,0,0
42,AL-SelSampling-ARF-b0.25-,0.250450253,77.51429373,0,,,23.15991806,4.445789027,76.26885399,55.72001596,83.9940664,71.99596233,11.51307322,40.62204427,5.174717719,32.54506285,2.432761113,22.51758366,,,77.92586997,73.77526848,67.79995107,88.12148568,47.61823443,86.03341704,32.6954572,75.11738692,,,91.08760944,70.30114775,6.293619395,26.40271364,2.737984496,20.12673506,1.264755481,13.38461538,0,0,25.91880099,18.2904287,0.148562428,0.07684252,0.01179211,0.006561585,0.003780125,0.00104945,6.03E-05,1.21E-05
43,AL-FixedUncertainty-MOOB-b0.25-,0.238308203,63.57163471,0,,,28.66459629,5.882991776,65.57152005,39.81400634,70.61717226,65.7304237,29.40303686,41.68041993,46.16298138,13.15564716,11.16845271,9.147581467,,,78.29833785,59.77502509,41.84592686,47.43157866,60.99233606,13.39135495,15.89603114,42.2286693,,,64.65583381,73.36156564,23.69851897,38.41457158,37.81085271,32.51056126,10.80944351,5.384615385,0,0,17.50054995,36.72850504,1.816113319,0.933863933,0.096322411,1.607648657,0.144345211,0.002135087,0.000385919,4.82E-05
44,AL-VarUncertainty-MOOB-b0.25-,0.25045182,80.40996073,0,,,38.29249094,4.671781835,73.25041817,52.45520799,80.67542862,69.47516863,37.45615015,50.10652445,60.41757307,45.01330237,18.59401582,18.56151477,,,79.3375602,70.1230481,44.77003934,47.30735079,63.2050222,42.53704653,15.51955645,29.21641053,,,82.07233723,68.86055829,32.2106411,53.31509036,58.63875969,48.1955341,23.78583474,15.84615385,0,0,21.50391007,21.46102031,1.985289369,1.286634798,0.139519792,0.13143712,0.189875787,0.01366697,0.005716422,0.00074771
45,AL-RandVarUncertainty-MOOB-b0.25-,0.250451459,81.92556111,0,,,38.19931063,4.990180624,71.06146761,49.07048721,78.89569404,66.98028658,39.41724669,48.4395747,48.15229522,39.73376415,17.53111313,19.58480669,,,78.16231959,68.0220565,41.33838574,44.11699512,46.50959448,36.25857563,14.02167031,19.10151212,,,79.65366788,65.98445892,37.70592412,53.78427684,51.54728682,44.23053712,24.26644182,24.82051282,0,0,22.37331238,22.69581745,2.677833645,1.477860188,0.255007409,0.15634214,0.224693997,0.033956328,0.005535523,0.00144718
46,AL-SelSampling-MOOB-b0.25-,0.250451217,80.92795413,0,,,37.98704439,4.978669415,71.09130356,49.1384838,78.97418089,67.05733565,39.35829837,47.09482198,47.51593928,39.93586113,18.17349116,22.21266526,,,78.35890345,67.96402569,41.46695985,42.65214463,46.3744441,36.91842042,14.54056982,23.90869904,,,79.60397183,66.19043678,37.61361331,52.60760504,50.65116279,43.70549185,25.44688027,24.05128205,0,0,22.08946637,22.8290742,2.666767118,1.534065988,0.252004901,0.150928531,0.231819472,0.025633108,0.005945561,0.000988906
47,AL-FixedUncertainty-MUOB-b0.25-,0.250453147,0,0,,,10,10,50.11161347,0,66.76580487,,,,,,,,,,50.11161347,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
48,AL-VarUncertainty-MUOB-b0.25-,0.250453147,0,0,,,10,10,50.11161347,0,66.76580487,,,,,,,,,,50.11161347,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
49,AL-RandVarUncertainty-MUOB-b0.25-,0.250453147,0,0,,,10,10,50.11161347,0,66.76580487,,,,,,,,,,50.11161347,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
50,AL-SelSampling-MUOB-b0.25-,0.250452423,0,0,,,10,10,50.11161347,0,66.76580487,,,,,,,,,,50.11161347,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
51,OALDI-b0.25-,0.303160995,83.68088614,35.65607864,,,43.41191923,4.416363648,75.55949643,55.75253674,82.78131969,70.91729689,33.6217897,62.82432084,78.19236482,30.34460093,25.03995566,54.36974935,,,78.68470272,73.30730522,47.1703136,71.62765649,95.32736097,34.31851588,44.77776164,80.98956727,,,87.32815756,68.67860832,26.12522824,55.95633088,66.3379845,27.45926373,17.46205734,41.58974359,8.181818182,35,23.76280897,18.3037126,1.461085457,0.479400241,0.01288173,0.107559236,0.031026008,0.002617593,0.001941654,0.000602992
52,OALE-b0.25-,0.328485132,85.02559035,0,,,36.63455415,3.482345261,80.80371345,65.09145133,87.1506993,77.64534624,35.93921512,63.98026727,75.65014916,14.4524368,20.47126383,37.96602285,,,83.24779739,78.92718151,58.5019682,77.50438113,90.47030257,22.2102441,44.66484527,87.67520073,2.607466063,,91.44157044,76.41156763,25.9606411,54.53223875,65.2496124,10.97163549,13.37268128,24.76923077,3.636363636,0,18.49761286,14.92218683,0.924080332,0.342544908,0.027882166,0.081192057,0.024299077,0.000940886,0.002641132,7.24E-05
53,CALF-MID-b0.25-,0.237409747,83.14012035,0,,,47.33654769,1.405732667,91.95081771,85.5632813,95.67966704,91.09277194,63.99891395,77.96044165,81.33321628,59.96940406,30.08246768,21.3578296,,,94.88099335,89.53462018,82.45226985,87.05743751,87.78115327,78.88600545,46.13644265,46.92034937,0,,96.49367308,92.70707653,52.46931426,70.62140129,76.19534884,48.50935425,22.3693086,14,0,0,5.238049193,7.932828573,0.541259533,0.226166129,0.04511027,0.026222171,0.037475167,0.003847982,0.005752602,0.000615051
54,AL-FixedUncertainty-LB-b0.3-,0.300111915,70.86408867,0,,,28.19731508,4.817671975,73.68972059,51.76763818,80.21952299,70.62024402,22.4475632,47.39934367,60.3251041,17.25318224,14.23267413,20.56484829,,,77.92788022,69.57695684,58.88866516,70.90092014,93.3713201,37.05129529,40.85404832,88.01529697,,,82.97550574,72.10709251,13.96809698,35.86796648,44.99534884,11.49668075,8.870151771,11.69230769,0,0,23.66969239,23.60242285,0.493764632,0.329842545,0.013293364,0.046209023,0.019854713,0.000349817,0.001121576,0.000168838
55,AL-VarUncertainty-LB-b0.3-,0.300422093,76.32183672,0,,,34.37701488,4.042398831,77.90532091,59.57748281,84.76477359,74.22935038,30.03852235,51.8681113,76.13571626,34.82865224,19.97811762,28.28938801,,,80.54903647,75.33766947,59.71275427,68.25207851,95.76977366,53.79787048,40.53794528,88.54830144,,,89.45303062,73.16306438,20.06872591,41.83170857,63.23410853,25.7996379,13.29679595,16.92307692,0,0,21.71192361,17.5290272,0.676096428,0.420902841,0.010944628,0.044601858,0.028381128,0.000518693,0.001435135,0.000156778
56,AL-RandVarUncertainty-LB-b0.3-,0.300422575,77.71893514,0,,,33.14527058,4.37945671,76.03266277,56.17242771,83.39547423,71.69179825,28.39222703,50.97651448,70.63703068,24.33375978,19.66471185,34.58697636,,,78.69610562,73.72600566,54.13636998,63.15216036,92.3919171,41.10961678,29.56781374,86.63856293,0,,88.69250059,69.76782545,19.24832623,42.75012827,57.19379845,17.34459867,14.81450253,21.64102564,0,0,24.11886143,18.19771291,0.814643269,0.539585541,0.018475113,0.05090968,0.051496652,0.000808197,0.001905474,0.000168838
57,AL-SelSampling-LB-b0.3-,0.29950193,77.56427821,0,,,33.14182745,4.401638291,75.95527502,56.00883656,83.2821379,71.53628071,28.90879794,51.76171745,71.35284341,23.13008065,20.32710256,33.11334115,,,78.4013072,73.84836401,54.06286111,65.58392543,91.5582867,40.74272775,30.86015534,85.70717308,0,,88.81730626,69.37319149,19.73422601,42.76495069,58.54883721,16.23415812,15.22765599,20.71794872,0,0,24.58676497,17.98475275,0.837612011,0.485560456,0.021719759,0.047598678,0.049419395,0.000880573,0.001917534,0.000156778
58,AL-FixedUncertainty-BOLE-b0.3-,0.079087459,53.13418052,0,,,13.68954263,9.236582664,47.22215723,7.489757931,25.8085337,59.30503034,10.18199139,12.70261936,15.94388686,7.804524166,2.333895659,,,,66.89528159,44.31980287,53.1068343,88.82237495,99.27364907,46.82222302,40.84324904,,,,17.2657788,90.1671965,5.727328058,6.911236532,8.725581395,5.021122511,1.231028668,1.846153846,0,0,8.736326827,83.2872226,0.248135847,0.017458049,0.000242138,0.073530833,0.002729419,0.000108564,2.41E-05,4.82E-05
59,AL-VarUncertainty-BOLE-b0.3-,0.300422455,77.11490655,0,,,34.22741369,4.463904461,75.10733827,55.12319345,81.9541995,71.11749617,40.92044556,54.21957378,74.49607317,31.66540318,20.67762342,20.71975396,,,79.50578808,71.60220562,48.74806608,77.22277225,95.38408696,51.12134954,40.10866187,85.63723494,0,,84.57102564,70.65457472,35.28606208,41.78154039,61.14418605,22.95111648,13.98819562,11.8974359,0,0,21.91841421,20.51251632,1.854124434,0.266392332,0.011477331,0.043937241,0.030228921,0.000482506,0.001435135,3.62E-05
60,AL-RandVarUncertainty-BOLE-b0.3-,0.300421611,77.81279155,0,,,35.20512953,4.468140685,74.93106014,54.97613721,81.84534712,70.90093356,41.56863539,55.87002071,77.29842837,24.1599346,20.33543839,32.53648709,,,79.74705674,71.33785947,47.20334079,73.97756107,96.43588719,42.38565388,37.1609526,88.29052385,,,84.05979409,70.47148328,37.14724082,44.89025711,64.50232558,16.91611346,14.06408094,20,0,0,21.44843174,20.72428594,2.075214398,0.341497671,0.009322305,0.046196939,0.034359281,0.000663445,0.001338656,9.65E-05
61,AL-SelSampling-BOLE-b0.3-,0.300145562,77.95969947,0,,,35.05117893,4.478732813,74.8443381,54.84478311,81.76131642,70.84389987,41.64057795,55.81302992,76.8908165,24.56549083,19.39818794,32.15667243,,,79.83647016,71.10698072,46.87013112,74.8290134,96.92713073,41.78991822,36.68535539,88.34540349,0,,83.78265139,70.58448859,37.47311828,44.51969671,63.73953488,17.4049487,13.21247892,19.79487179,0,0,21.25649362,20.99292987,2.121848287,0.324335313,0.007905799,0.04855331,0.032946263,0.000651382,0.001652215,1.21E-05
62,AL-FixedUncertainty-DACC-b0.3-,0.002073683,50.65067562,0,,,11.17927097,9.450237566,46.85414031,5.199579949,35.88608577,56.3210567,0.097803915,1.487817223,4.983224579,2.762446149,,,,,57.95433871,43.74262586,59.91926703,61.68178634,99.82940693,3.13337342,,,,,26.54192517,79.31540468,0.048945019,0.798130095,2.613953488,2.474351237,0,0,0,0,19.48918837,74.74408647,0.001696699,0.114493754,3.63E-05,0.152874047,0,0,0,0
63,AL-VarUncertainty-DACC-b0.3-,0.300422093,68.19394521,0,,,32.61057102,4.529770219,74.83975538,54.47793308,81.89596686,70.80410856,36.02496532,56.45801854,68.7309732,13.15200643,19.32529646,30.90560485,,,78.87893504,71.62768619,47.27202207,76.41220994,96.18419497,14.77825578,37.03256489,93.74235942,0,,85.15308308,69.99940073,29.10199838,44.77167778,53.47906977,11.88292094,13.153457,18.56410256,0,0,22.90314861,20.29443893,1.620803045,0.298807382,0.008281112,0.138083292,0.032632259,0.000313629,0.001073337,0.000120598
64,AL-RandVarUncertainty-DACC-b0.3-,0.300422214,69.80683107,0,,,33.83717757,4.482835352,74.9333515,54.80616275,82.22075468,70.74187058,35.68849145,58.09067593,71.15056759,11.34036008,19.00675424,38.51443147,,,79.24435682,71.93032536,44.18157688,72.65489103,95.80622012,12.74314388,32.32585539,89.02998745,0,,85.42952788,69.59215355,29.93812132,48.39290804,56.60465116,10.22329511,13.52445194,24.66666667,0,0,22.4758083,19.87706125,1.888957404,0.393736294,0.009697618,0.14006506,0.040772208,0.000759946,0.001302476,0.000192957
65,AL-SelSampling-DACC-b0.3-,0.294191637,69.18273013,0,,,33.56295052,4.563912998,74.4860655,53.9972088,81.81397133,70.2555228,35.44307064,57.20404857,70.16916804,12.02023519,19.70426356,36.52959649,,,78.889808,71.37325836,43.75089228,72.75324524,96.06855926,13.20959448,32.25533643,82.89180215,,,84.96332359,69.17246437,29.78951106,47.13528305,55.28372093,11.04405552,14.24114671,24,0,0,22.83717894,20.30659496,1.912495932,0.381711554,0.00887435,0.146179538,0.043417088,0.001375141,0.001218056,8.44E-05
66,AL-FixedUncertainty-ARF-b0.3-,0.300422937,77.57895712,0,,,23.39101904,4.416663257,76.4986294,56.09905455,84.30270319,71.94274393,11.55995615,42.61618152,5.571455722,32.12093285,3.760981788,22.35328811,,,77.6285596,74.68144425,69.3229271,88.24142129,43.59186315,87.76799885,32.71966241,79.73587285,,,92.23256788,69.39801841,6.307821059,28.09474944,2.979844961,19.77066989,1.998313659,13.12820513,0,0,26.69926875,17.22030181,0.139255909,0.080895942,0.014843046,0.00535319,0.005941921,0.000747884,2.41E-05,0
67,AL-VarUncertainty-ARF-b0.3-,0.300420284,78.41945351,0,,,26.88515135,3.782253746,79.62055039,62.18897435,86.66916905,76.61226776,14.7997173,44.88948045,8.444540413,56.26820107,3.744129148,25.73360021,,,82.32205842,76.00082184,74.47530092,90.01105114,61.07594355,94.06751561,37.26763989,86.10923772,,,91.50147043,77.23439471,8.21870562,29.9030842,4.542635659,40.24743512,1.97301855,15.23076923,0,0,19.7381761,17.85043079,0.140408145,0.071729542,0.011319941,0.005063175,0.004782522,0.000579007,4.82E-05,0
68,AL-RandVarUncertainty-ARF-b0.3-,0.300421611,78.26346218,0,,,24.29948075,4.322506471,76.93700321,56.99012169,84.57096743,72.71395377,12.8853283,42.86844945,6.095707821,35.83446226,3.753637308,28.60531271,,,78.40903767,74.67931335,70.25154062,88.52672718,47.53335126,89.81269683,37.99451311,83.62077934,,,91.78482213,70.85059328,7.094998986,28.28573057,3.258914729,22.45624623,1.981450253,17.28205128,0,0,25.38903729,17.58216281,0.149790635,0.079146441,0.014116633,0.005159846,0.004806676,0.000808197,3.62E-05,0
69,AL-SelSampling-ARF-b0.3-,0.300420405,77.83216448,0,,,24.37522321,4.32999093,76.88181756,56.91614783,84.46426526,72.68991026,13.672132,43.85334005,6.268094841,37.25548417,2.985779629,26.7505649,,,78.41203388,74.55372675,70.30727435,88.14454914,49.12916232,88.40800183,32.27435757,85.17033252,,,91.52974784,70.918425,7.573797931,29.19502879,3.351937984,23.71756186,1.568296796,15.8974359,0,0,25.31334985,17.71704872,0.159540321,0.084813838,0.013644464,0.006186982,0.004613443,0.00063932,6.03E-05,1.21E-05
70,AL-FixedUncertainty-MOOB-b0.3-,0.300422455,67.76600512,0,,,31.9481481,5.061790026,70.6181734,48.10809141,76.40308672,69.37026495,32.06529776,47.73680642,47.52611728,44.87179999,12.32519337,11.22982771,,,82.74157444,64.12242994,40.64561777,51.80719698,56.6243781,69.05112704,15.80403659,33.69219246,,,71.52399609,76.26839903,27.77084601,45.78872356,41.90387597,36.95232348,11.88870152,7.384615385,0,0,15.16033118,31.9803039,2.154997221,0.972168149,0.133018393,0.054148178,0.15484019,0.003667042,0.004426006,0
71,AL-VarUncertainty-MOOB-b0.3-,0.300420646,81.45101734,0,,,39.6703021,4.627781081,73.48929873,52.9127176,80.87001127,69.65280809,38.35370144,50.91249319,61.86831377,53.08811785,22.26726537,19.95889425,,,79.60892347,70.25859192,45.13572947,47.82635265,67.82217451,48.95675557,20.68283907,27.51792714,0,,82.17692756,69.0654803,33.42057212,54.54535089,57.32403101,58.38261919,24.24957841,17.53846154,0,0,21.1510727,21.39746227,2.039241854,1.295850479,0.108162949,0.124476765,0.134333315,0.014414853,0.0127112,8.44E-05
72,AL-RandVarUncertainty-MOOB-b0.3-,0.300421369,82.20638631,0,,,38.97816985,4.831644385,71.83040059,50.50223392,79.71395937,67.90631101,39.50126328,47.75416361,51.45340757,42.97646341,20.02032806,21.88475686,,,79.39682448,68.58033549,40.94336647,42.48754514,56.56677216,37.78835697,17.05952049,20.69025323,0,,80.03525652,67.25365698,38.23341449,54.65936948,47.73953488,50,24.57841484,27.28205128,0,0,20.87073185,22.52964336,2.767935941,1.617352093,0.147728263,0.16646849,0.172979958,0.032122807,0.010914266,0.000566812
73,AL-SelSampling-MOOB-b0.3-,0.300418234,82.26941391,0,,,40.2101007,4.788918422,72.10716099,50.97424045,79.89313455,68.15236772,40.05488762,49.19462519,55.50040851,43.06905749,21.0193144,20.51498525,,,79.4357451,69.01569756,41.42373115,44.01205945,59.34755631,37.57247366,17.1556946,17.21898186,,,80.36813581,67.3248275,38.84560763,55.82920016,52.8744186,50.74834037,27.54637437,28.56410256,0,0,20.92255998,22.1183228,2.745435691,1.540842225,0.148854204,0.169791576,0.195407088,0.036923738,0.009949469,0.001097445
74,AL-FixedUncertainty-MUOB-b0.3-,0.300422937,0,0,,,10,10,50.11161347,0,66.76580487,,,,,,,,,,50.11161347,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
75,AL-VarUncertainty-MUOB-b0.3-,0.300422937,0,0,,,10,10,50.11161347,0,66.76580487,,,,,,,,,,50.11161347,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
76,AL-RandVarUncertainty-MUOB-b0.3-,0.300422937,0,0,,,10,10,50.11161347,0,66.76580487,,,,,,,,,,50.11161347,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
77,AL-SelSampling-MUOB-b0.3-,0.300422817,0,0,,,10,10,50.11161347,0,66.76580487,,,,,,,,,,50.11161347,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
78,OALDI-b0.3-,0.354798776,83.4542018,36.37612543,,,43.87738456,4.348846229,75.8893682,56.42076676,83.03016194,71.26051905,35.33960401,63.72479937,79.43453006,34.88201569,26.60563684,58.06453141,,,79.01927045,73.7200943,47.83865515,71.55472392,95.3600407,39.96328837,45.70399233,75.41743486,,,87.4702666,68.96026551,28.02825117,57.44769397,68.08992248,31.09233555,18.87858347,47.8974359,10.90909091,20,23.32874841,17.99331628,1.526383031,0.493839785,0.013111761,0.094496486,0.032559797,0.004004796,0.001507495,0.000494453
79,OALE-b0.3-,0.375798871,86.02044195,0,,,38.45210057,3.326129936,81.60449638,66.64398402,87.7003699,78.59163888,39.82014233,66.19023887,80.00871916,13.94133818,23.30810762,40.05648683,,,83.97158077,79.97069923,60.20317622,78.1156775,92.72795071,18.83179767,46.57475313,81.72808496,1.025219844,,91.78109192,77.26655556,29.77302698,57.47220797,70.79069767,11.23717562,15.64080944,26.92307692,3.636363636,0,17.58909772,14.19061146,0.986997464,0.345649656,0.022470387,0.096562841,0.026086484,0.001544018,0.002122553,0.000156778
80,CALF-MID-b0.3-,0.277238932,83.13059186,0,,,49.09888771,1.239528214,92.8943284,87.27054582,96.32984556,92.16138207,66.98000816,79.96536257,84.441764,61.92542996,34.69104858,23.06778509,,,95.58579519,90.61226178,85.53215599,88.60494485,88.99902154,79.35837735,54.26599676,53.95156331,0,,97.08617511,93.76493183,55.07836275,72.89949262,80.77209302,50.85697043,25.55649241,14.97435897,0,0,4.505445096,7.111252676,0.463616576,0.202498583,0.042725212,0.026512185,0.031340012,0.003075973,0.008514333,0.000301496
81,OALDI-b0.1-,0.144921678,74.48492555,24.04492847,,,33.23320034,4.858400419,73.39115606,51.38541353,80.94475136,68.69386244,25.42160603,56.25394858,66.22450868,14.41143071,19.09529331,30.32119962,,,76.67184912,70.28500977,44.01814173,75.80350658,91.88480969,19.12838254,41.10671146,58.96453627,,,85.72289099,67.17538082,17.88217691,44.75001425,51.82325581,11.5932408,12.6391231,22.56410256,8.181818182,10,26.19962531,20.78826171,1.135116724,0.309957371,0.018245082,0.098737952,0.026690338,0.004825056,0.002315513,0.000229137
82,OALE-b0.1-,0.185390635,79.74624057,0,,,30.87367871,4.2617478,76.66264271,57.27207215,83.81156893,72.9230661,25.24049847,53.40238718,65.57904067,10.1754693,18.92582843,25.90649642,,,79.85211073,73.58013082,51.18457421,73.9115992,92.54361076,16.55638423,44.6244456,86.33305436,,,88.19164144,72.28598905,16.79651045,41.87446554,51.04186047,7.688593844,12.33558179,15.79487179,2.727272727,0,22.351532,19.01097593,0.803272856,0.319813715,0.016416942,0.087560299,0.025096164,0.000554881,0.002255213,0
83,OALDI-b0.15-,0.199556079,78.37222729,26.36620071,,,37.44815987,4.640844387,74.42816639,53.53087865,81.831953,69.71872578,30.10482768,60.07034776,73.37026815,20.14484176,23.949598,44.14031375,,,77.65715266,71.785381,45.40006767,73.22540516,92.39432516,24.10555358,47.98336908,66.56395943,,,86.48130322,67.76805945,22.52434571,50.94008323,60.94573643,17.41701871,16.0623946,34.61538462,2.727272727,15,24.99321931,19.49546238,1.352522067,0.403358549,0.020242719,0.111111917,0.025603401,0.00498187,0.001688395,0.000253256
84,OALE-b0.15-,0.233666626,81.3089981,0,,,33.68545226,3.946227847,78.36803139,60.4867054,85.19777112,74.7739275,30.1775161,58.31667918,68.81879785,11.91067824,18.19876396,38.8920134,,,81.0660761,75.92609865,55.48068157,76.30366395,87.98568242,19.10116407,39.62689423,79.76661168,,,89.77693333,73.66493925,20.75268817,47.22877829,56.80620155,8.937839469,11.8549747,26.92307692,0.909090909,0,21.06820572,17.09884601,0.831939466,0.317509795,0.030993637,0.083137573,0.025869097,0.002038586,0.003678288,6.03E-05
85,CALF-MID-b0.15-,0.149998975,80.84774278,0,,,39.26955397,2.406385655,86.35450271,75.3753344,91.68362108,84.82069724,46.82445451,63.76473577,63.32397924,53.50814363,19.91871295,15.19578703,,,90.67276593,82.84462351,69.58533387,75.90587046,76.11299487,74.33557982,32.01889091,29.28832133,,,92.72019079,86.89463681,35.33728951,55.09777094,55.38294574,42.03379602,14.51096121,10.71794872,0,0,9.599782438,13.16394966,0.76046287,0.377128354,0.080692417,0.02927941,0.0443591,0.006851579,0.001350716,0
86,CALF-MID-b0.35-,0.316135292,83.88510111,0,,,50.65100364,1.098609517,93.68483637,88.70452063,96.8119193,93.05220296,70.53446663,81.8011072,86.30954511,63.42514912,36.2444076,26.70843854,,,96.13752848,91.62196068,87.24725481,89.42067743,90.41590715,79.96403235,59.62738563,54.80828051,0,,97.49618556,94.52811721,59.21738689,75.39592954,82.75348837,52.65540133,26.10455312,18.35897436,0,0,3.935867529,6.326959428,0.43070822,0.192629919,0.036332775,0.02646385,0.025470553,0.004137485,0.007440997,8.44E-05
87,CALF-MID-b0.4-,0.354476056,85.21703967,0,,,50.57213672,1.133328544,93.50350518,88.3721563,96.6843847,92.83334442,69.95530737,81.2647484,86.96309757,62.50032339,38.42333519,26.39009086,,,95.89929032,91.48857825,87.03252629,89.30565953,90.87640098,80.04692495,60.85839101,51.90489836,0,,97.48326218,94.21869382,58.58110164,74.59836953,83.51317829,51.30959565,28.11973019,17.8974359,0,0,4.19060857,6.417377683,0.430898149,0.192297267,0.034274604,0.025593805,0.025881174,0.003992733,0.011553444,0.000808009
