,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgEvaluatTimeS,avgModelTimeH,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent)
0,AL-FixedUncertainty-LB-b0.2-,0.20400000000000001,74.7857418535034,10.795114197591978,36.51657692528273,41.34865129904641,32.697621983257385,14.214479824716898,6.378125,8.673580143497222e-07,53.0092,29.019062794785306,2.220246630540254,67.63340863339627,52.18906792720552,2.115747246394712,33.4220567605292,17.16142156842855,62.070936900466656,44.58041966132443,27.565783904840327,55.364694460172096,1.1884753901560625,74.29855135606144,62.93424116485394,1.100730737212099,23.966111268003395,0.04820151865035748,26.35865098931664,40.17404991448852,0.34555830876004895,4.145938392368917
1,AL-VarUncertainty-LB-b0.2-,0.20399899999999999,74.87734707889571,8.152679388301113,38.045661466125864,43.83692163406561,33.62332898201866,13.762778139056545,6.63125,1.0931458285388849e-06,54.380700000000004,31.277553237540463,0.8682184385591049,66.38474774036337,57.18085447083048,1.242347010751595,36.13827677069522,9.636674686596082,72.87739664218174,44.189669764434996,27.130248493621423,65.3506185834938,0.45618247298919573,60.96993791525978,81.00568868452856,0.6382388308204606,25.04659700649534,0.03569735900047395,13.180352740375497,52.54355031556007,0.19251252957203244,2.861777750774652
2,AL-RandVarUncertainty-LB-b0.2-,0.20400000000000001,74.57251138853415,9.429863602843309,36.61854962663888,41.391381680133335,32.85183888459185,14.05211303294559,6.81875,9.362236434955977e-07,53.5751,29.813767705503142,1.4446978173264369,67.90763378710541,53.86025716424221,1.6853078604335672,32.82440809187851,12.472526962990848,64.6172795978216,44.48742343318297,26.663972610696685,58.715705795974586,0.7683073229291717,71.56573358022003,68.2506558198485,0.8713347516418463,22.803162948319684,0.04144523883953331,22.75523105126746,43.736775990192676,0.28680666898384327,3.4403062154444384
3,AL-SelSampling-LB-b0.2-,0.20399899999999999,74.55409920758792,10.18457379995176,37.029590399460254,41.97615482471356,33.140112999129244,13.992142718158098,6.9578125,1.0123291091683009e-06,53.737199999999994,30.142890694279902,1.6681360959531433,67.91335334870259,53.79899337359783,2.0047971369111273,34.49628801866735,14.756458681373804,64.37613734328298,44.73558405248839,26.946614466167365,59.065979580255274,0.8883553421368549,71.89113386341357,67.49285230052762,1.0424567570067524,24.38576673256142,0.04154607883670979,23.12061445097667,42.812041227127565,0.34667952325959484,3.639832310589951
4,AL-FixedUncertainty-BOLE-b0.2-,0.193623,69.8994797941627,10.403212516659728,32.008432229251696,34.88769150919118,29.595422320897427,15.436425678002232,6.3359375,9.702117563897952e-07,48.900400000000005,22.652877397442317,3.217429262540306,62.94587050203596,50.01561370152428,1.9775389734728925,21.341870299218108,11.088782626263441,60.33139251523117,41.352275424510864,18.033255107289925,43.63275187266049,1.9087635054021608,66.9927023200087,63.82851416276121,1.0517065951345852,14.195425021180458,0.1328062762814243,25.587268474619133,46.9302135516777,0.5747345524672326,3.9571055349656725
5,AL-VarUncertainty-BOLE-b0.2-,0.20400000000000001,68.20982077017533,11.99450334003574,31.786913641558534,34.49095259068935,29.531708174553224,15.576472687218986,5.6375,8.666217521143454e-07,46.8581,21.37864758391415,3.0963325959880237,61.49231722473756,51.73816371918463,1.4180069398571313,13.220266784086089,4.945200494374644,64.68631593653001,41.142991158213846,17.006277528733484,44.67397783559478,10.408163265306118,58.73815488508876,69.97376720606007,0.7446119692905374,7.793843547020614,5.328183770810854,18.619855869523985,51.40738274332936,0.43884335512226846,2.0880976973084637
6,AL-RandVarUncertainty-BOLE-b0.2-,0.20400000000000001,70.2399477357196,11.555016003707943,32.40687503606195,35.4153728978689,29.913425196501617,15.314180718130425,6.3453125,9.692249004729092e-07,49.01729999999999,23.107693091314268,3.8264254110857685,64.20083231684006,50.58074688244021,1.6786273807617313,18.98700201036878,10.392693557208094,61.04296720683607,41.6440487533342,18.54563713173289,45.45151784023325,4.417767106842736,67.74915586537414,64.46605948064962,0.8861344926463787,12.048009036995198,1.4233565601460165,25.115051520323664,46.40670167844657,0.48234647770464967,3.1434473540312298
7,AL-SelSampling-BOLE-b0.2-,0.20400000000000001,70.31392863895715,12.316636183827287,32.601149848219286,35.60470710366898,30.077692144010758,15.237528384838896,6.315625,9.689158468972894e-07,49.329899999999995,23.517336486089924,4.0782064657049855,64.61876000093707,50.58257636423621,2.4900525938248834,19.691431517516627,12.965779016283879,61.042787859010375,41.864161645907956,18.02806432560998,44.12274267153268,3.7454981992797114,68.67116871800457,63.91693931087335,1.3578762371658497,12.696978254730302,0.9289380539897344,25.461312345913143,45.58019160625369,0.7434773346488917,3.4737225833890273
8,AL-FixedUncertainty-DACC-b0.2-,0.20400000000000001,63.933589555886826,18.446543117792956,30.766200384674544,32.6767521196394,29.070818494147677,16.19103156557793,3.584375,1.888385676364932e-07,44.6759,18.551991545676877,7.454941574821025,59.31983374992965,45.32057068733107,10.118101172252778,23.897269668793356,18.918592527148142,56.7198165789908,40.25431229675182,16.156676439124002,31.33436275618226,4.657863145258103,62.17024289293105,51.846022342087416,7.36564610119323,19.314317989268567,0.17072211521978078,27.532871862949616,39.51235754392869,4.633306797923511,9.105899507868035
9,AL-VarUncertainty-DACC-b0.2-,0.20400000000000001,62.66981967783624,16.74108260472723,30.092689522007085,32.03416685168239,28.376251084247905,16.364232007712264,3.58125,1.886370979870359e-07,44.38090000000001,17.733008027955215,6.0022242229621465,58.28661272540535,46.051272005279245,9.196422359308077,21.79798347261808,16.98573475350603,56.49431718800323,39.760658852171524,16.01369943346153,30.916424031269674,3.6734693877551026,60.20313691319029,54.71306039437616,6.454537045601702,16.837051680316296,0.14591547591436668,26.910835071749165,42.56564708731253,4.103981432687887,8.09478097089738
