,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgEvaluatTimeS,avgModelTimeH,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),F1 Score for class 7 (percent),F1 Score for class 8 (percent),F1 Score for class 9 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Precision for class 7 (percent),Precision for class 8 (percent),Precision for class 9 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),Recall for class 7 (percent),Recall for class 8 (percent),Recall for class 9 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent),FalseAlarmRate for class5 (percent),FalseAlarmRate for class6 (percent),FalseAlarmRate for class7 (percent),FalseAlarmRate for class8 (percent),FalseAlarmRate for class9 (percent)
10,AL-RandVarUncertainty-DACC-b0.2-,0.20048287447796134,68.10095996533305,0.0,,,30.93250121380253,4.771002228003447,17.2921875,9.517316292557452e-07,73.34159027786991,51.86174197537714,80.95439263696879,69.02851090672031,32.10073661915682,53.33641149833777,65.10650172415316,9.787406577451637,17.36965331296335,27.07189993639247,,,78.08295378424211,69.90776571271994,40.97555745711274,67.99545329162177,94.28235652457147,11.437432621994507,28.98099393934413,88.60954720954722,,,84.04525829911965,68.17145417292096,26.388466220328667,43.88746365657603,49.72403100775193,8.569704284852142,12.487352445193931,16.05128205128205,0.0,0.0,23.69621079349731,21.478523314709417,1.8980360079972751,0.4468743069758273,0.011804217071682471,0.13335846794853207,0.04414171240859164,0.0005669440269431102,0.00022913928050265924,0.00027737611839859916
11,AL-SelSampling-DACC-b0.2-,0.20047768876303818,67.52660177364697,0.0,,,30.985063162022726,4.853016531983701,18.1265625,9.804961413869427e-07,72.87703463936971,51.05199314633022,80.46426599653738,68.55779775073798,32.511065584854464,52.9949591213797,65.71058139424528,9.276481229423165,17.033428748903887,28.7655571376388,,,77.73746658722096,69.31891754169523,40.85791189971058,68.99520468512493,92.54015177757282,10.516081772082199,29.345194294135762,93.25280539566253,,,83.3895592574231,67.81383230696352,27.00649218908501,43.02263268912833,50.964341085271315,8.340374170187085,12.082630691399661,17.230769230769234,0.0,0.0,23.9882516468242,21.96887890971751,1.952482308117943,0.41809378311115497,0.0161263765533139,0.14266310915190006,0.0425596154659034,0.00025331541629373006,0.0006874178415079777,0.00016883763728610382
12,AL-FixedUncertainty-ARF-b0.2-,0.2004833568700472,76.59353319714393,0.0,,,21.215317898807594,4.669131868842629,38.2484375,6.278949116434281e-05,75.175536450149,53.540686186817446,83.17776985850871,70.40855428837972,8.520881930487201,39.04758029549153,3.784932552549178,20.898506539382005,2.22999924219133,14.736623616159303,,,76.4494264807452,73.12635265247562,65.65880545349636,88.50048877335169,44.301483704975034,83.89726905890514,29.637451458355777,70.74327278758393,,,91.20521940865314,67.88634404981366,4.556451612903227,25.05501396727667,1.9782945736434112,11.949305974652988,1.163575042158516,8.35897435897436,0.0,0.0,28.222614371185113,18.260122186830976,0.11888286321696599,0.07039893551487077,0.009685511443431771,0.004579816903995436,0.004094128729552001,0.0008926352764636204,0.0,4.8239324938886796e-05
13,AL-VarUncertainty-ARF-b0.2-,0.20048227148785397,77.11589222539222,0.0,,,23.654069921307954,4.112459219959382,39.078125,7.899461776509674e-05,77.88875073715542,58.85311447175813,85.24501155956997,74.63635670269852,8.26300899647787,41.13358518457958,3.846621587694732,44.823930604201465,2.2964460447442616,12.336818398380354,,,80.72456144598513,74.05361507029171,70.97842435890058,89.82130445724246,51.41153878639079,93.25549231800946,34.411640052549814,60.785772311630616,,,90.3027006733634,75.22963478737309,4.389835666463786,26.699732056325182,2.0,29.70428485214243,1.1888701517706577,7.025641025641026,0.0,0.0,21.659563667129994,19.293822776878493,0.08957049466362949,0.06537220018234235,0.007409416254225304,0.004362305810929691,0.0033815812515473756,0.0010856374984017003,2.411992426343782e-05,0.0
14,AL-RandVarUncertainty-ARF-b0.2-,0.20048299507598283,76.56025847491235,0.0,,,21.37901463322364,4.621304014848342,38.9734375,5.551556109114446e-05,75.36657577595781,53.952720719748605,83.27975665989494,70.87623077976767,8.83484195269343,37.99799477629005,4.1826729746995195,22.64662960831435,2.3826973207898936,15.037211076795415,,,77.01737630980689,72.85009744613532,65.79271998518318,88.15939690315702,41.55958671486927,86.34684456087439,29.487802679888965,64.88664582904508,,,90.65155970986171,69.00792178662542,4.73650841955772,24.227239039963514,2.2046511627906975,13.150271575135786,1.2478920741989883,8.564102564102564,0.0,0.0,27.172925605850008,18.824625345934937,0.12321324336609818,0.07032501293645123,0.012131103082898293,0.004338137911700164,0.004408132702909972,0.0010373869429171805,2.411992426343782e-05,1.2059831234721699e-05
15,AL-SelSampling-ARF-b0.2-,0.2004819096937896,76.59082448047086,0.0,,,21.91974006761277,4.599939825074157,40.55625,5.785890307743103e-05,75.46504406048714,54.16999995474227,83.29696209477228,71.05623370912835,9.586411081551756,39.180128696833926,4.290714170142808,28.14644121630762,2.1671012959710927,15.530416275281187,,,77.17770947303745,72.86042678019763,66.69499528688374,88.36507005383653,44.104645378015896,90.1301872837398,28.764676095519786,71.48543485500008,,,90.47133031386724,69.34100209459343,5.165855143031041,25.179864317883816,2.257364341085271,16.831623415811706,1.1298482293423269,8.82051282051282,0.0,0.0,26.875566567957936,18.904036342749727,0.12861988758738313,0.07158169676958333,0.011344155278119463,0.003601016985199578,0.0037438935284988804,0.0008685099987213602,3.6179886395156724e-05,0.0
16,AL-FixedUncertainty-MOOB-b0.2-,0.20048287447796134,68.09059244661016,0.0,,,29.27355071222699,5.855037008165686,34.975,1.765066735485258e-05,65.575379190329,39.9411453216985,72.37496193361275,63.790465730472306,30.808587520528867,39.8010192179154,34.24561113425391,36.028274503987866,12.908301478042782,8.422584031015136,,,78.46328631292204,60.04117240061297,32.798608453218506,39.23872343176434,39.09650924387262,50.6952814420343,19.370459211193506,17.60884878070546,,,67.71123828593156,68.86486733290339,30.657334144856964,41.00450373410867,35.00155038759691,30.86904043452022,11.652613827993255,6.974358974358974,0.0,0.0,18.746431377288935,34.4109445981933,3.323161582690634,1.3705246038981838,0.5119277073425863,0.08104705006622004,0.09222055156005626,0.011133815678052992,0.001531615190728301,0.0014471797481666042
17,AL-VarUncertainty-MOOB-b0.2-,0.20048203029181103,79.90032827598267,0.0,,,36.725281955887766,4.855493310749932,36.7609375,1.677261600464893e-05,72.09355753309511,50.50799033399063,79.62661309374703,68.45507269680255,36.484107786784726,47.149160358042835,54.347084950130764,48.42627977524923,16.339276512949674,18.953023066655213,,,79.02429725569587,68.4227794660652,42.615214444797516,44.602112382826235,53.46542020023237,49.32291267353863,14.51646859677428,37.901427076024554,,,80.25425605136621,68.50793034763402,31.934215865287076,50.135682116184945,56.564341085271316,47.83343391671697,18.9460370994941,13.076923076923077,0.0,0.0,21.42759412582341,23.138823037961465,2.1495652526245017,1.3562575462632138,0.20804478580491442,0.09920922633720987,0.16272652065481905,0.006489699712667943,0.0036300486016473906,0.002592863715465166
18,AL-RandVarUncertainty-MOOB-b0.2-,0.20048251268389694,81.10013974276511,0.0,,,35.90936307094085,5.2501118964159685,38.3921875,1.682102198376217e-05,69.44054577840595,46.34212600336109,77.72823210842083,65.20476788830112,37.828352699967375,42.3496231611825,44.02841564434133,38.09916322923973,14.739516988986276,18.215339430974417,,,77.06459313224659,66.43186154682552,39.31028992545103,37.35283541112719,41.126479732476746,36.29016391652853,11.119166284470271,19.943305703782563,,,78.41653711199783,64.0360304315319,36.52211401907081,49.01887007582236,49.389147286821704,40.356065178032594,22.17537942664418,19.179487179487175,0.0,0.0,23.46963195745452,23.67851287139053,2.8231166328382096,1.7893206515043243,0.30590477205148814,0.14422193865220462,0.2558890841349492,0.024728409685816508,0.00584908163388367,0.003943564813753997
19,AL-SelSampling-MOOB-b0.2-,0.2004821508898325,80.24756953370576,0.0,,,35.975202314551595,5.220554591001376,42.7265625,1.8844652610520523e-05,69.67276932854641,46.6793989158818,77.92055314533515,65.427598063466,37.54102075720526,43.204127710165814,45.83348823075504,36.89259414672097,14.528647493360802,17.584877155434903,,,77.10873045621939,66.69229897780305,39.564966925772794,38.64262151561856,42.991352285344476,35.622014238556126,11.112237981425135,18.88932257458139,,,78.77461338159344,64.23182069823585,35.78743152769324,49.09868308534292,51.23720930232558,38.829209414604705,21.382799325463743,20.410256410256412,0.0,0.0,23.512008219012507,23.49285154822202,2.7350782317361153,1.6973979252396323,0.30750288143965443,0.14553908916021382,0.2532079732855081,0.036236167168874525,0.02346868630832499,0.0022551884408929584
20,AL-FixedUncertainty-MUOB-b0.2-,0.2004833568700472,0.0,0.0,,,10.0,10.0,7.471875,2.680810478826364e-07,50.111613468869436,0.0,66.76580487126897,,,,,,,,,,50.111613468869436,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,AL-VarUncertainty-MUOB-b0.2-,0.2004833568700472,0.0,0.0,,,10.0,10.0,7.45,2.6729620165295075e-07,50.111613468869436,0.0,66.76580487126897,,,,,,,,,,50.111613468869436,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
